ID_Cliente,Demografia_Regiao,Plano_Assinatura,Tempo_Visualizacao_Mensal_Horas,Interacoes_Suporte_Mensal,Media_Avaliacoes_Filmes,Status_Retencao,Data_Ultimo_Login
CLI_11155,Sudeste,Premium,57.8,0,4.1,Retido,N/A
CLI_11156,Sudeste,Básico,83.7,1,4.0,Retido,N/A
CLI_11157,Sudeste,Premium,150.4,1,4.9,Retido,N/A
CLI_11158,Nordeste,Básico,38.6,1,3.3,Churn,2025-06-05
CLI_11159,Sudeste,Básico,,0,3.5,Retido,N/A
CLI_11160,Sudeste,Premium,8.3,3,1.9,Churn,2025-09-06
CLI_11161,Centro-Oeste,Premium,32.5,2,3.3,Churn,2025-09-14
CLI_11162,Nordeste,Premium,90.8,0,4.6,Retido,N/A
CLI_11163,Sudeste,Premium,129.6,0,4.9,Retido,N/A
CLI_11164,Sudeste,Padrão,99.7,0,4.0,Retido,N/A
CLI_11165,Sudeste,Premium,105.9,1,3.8,Retido,N/A
CLI_11166,Sudeste,Premium,91.9,0,3.6,Retido,N/A
CLI_11167,Nordeste,Básico,86.8,0,3.7,Retido,N/A
CLI_11168,Sudeste,Padrão,90.5,0,4.2,Retido,N/A
CLI_11169,Centro-Oeste,Básico,32.9,1,4.5,Retido,N/A
CLI_11170,Centro-Oeste,Padrão,15.2,1,2.8,Churn,2025-09-08
CLI_11171,Nordeste,Padrão,110.4,0,3.8,Retido,N/A
CLI_11172,Centro-Oeste,Básico,122.1,1,3.7,Retido,N/A
CLI_11173,Nordeste,Básico,87.0,0,4.9,Retido,N/A
CLI_11174,Sudeste,Básico,127.5,1,3.6,Retido,N/A
CLI_11175,Centro-Oeste,Básico,35.4,0,3.9,Retido,N/A
CLI_11176,Sudeste,Básico,132.6,1,3.6,Retido,N/A
CLI_11177,Sudeste,Padrão,82.2,0,4.1,Retido,N/A
CLI_11178,Nordeste,Premium,48.6,2,4.2,Retido,N/A
CLI_11179,Sul,Básico,56.7,1,4.8,Retido,N/A
CLI_11180,Sul,Premium,65.3,1,4.7,Retido,N/A
CLI_11181,Nordeste,Básico,124.4,0,4.2,Retido,N/A
CLI_11182,Centro-Oeste,Padrão,37.7,0,4.1,Retido,N/A
CLI_11183,Sudeste,Padrão,90.7,0,4.4,Retido,N/A
CLI_11184,Centro-Oeste,Básico,81.2,1,3.6,Retido,N/A
CLI_11185,Centro-Oeste,Premium,28.0,1,2.1,Churn,2025-09-11
CLI_11186,Sul,Premium,105.0,0,4.9,Retido,N/A
CLI_11187,Nordeste,Básico,68.2,2,3.9,Retido,N/A
CLI_11188,Sul,Premium,36.1,1,5.0,Retido,N/A
CLI_11189,Centro-Oeste,Premium,83.7,1,3.8,Retido,N/A
CLI_11190,Sudeste,Básico,98.8,1,3.5,Retido,N/A
CLI_11191,Sudeste,Premium,78.9,0,3.8,Retido,N/A
CLI_11192,Centro-Oeste,Básico,119.3,1,3.6,Retido,N/A
CLI_11193,Centro-Oeste,Padrão,127.6,0,4.3,Retido,N/A
CLI_11194,Sudeste,Premium,147.9,2,3.5,Retido,N/A
CLI_11195,Sudeste,Premium,108.4,0,4.8,Retido,N/A
CLI_11196,Sudeste,Básico,57.8,99,4.4,Retido,N/A
CLI_11197,Sudeste,Premium,88.5,2,4.2,Retido,N/A
CLI_11198,Sul,Premium,89.0,1,3.5,Retido,N/A
CLI_11199,Centro-Oeste,Premium,66.0,0,4.2,Retido,N/A
CLI_11200,Sul,Básico,79.1,1,4.5,Retido,N/A
